asin,content,date,rate,reviewer,title
B07KSS3FCF, 'The brightness depends on what you want based on the bulb you use. The lamp isn t huge but it s small enough for a bedside lamp. We can plug in a google home mini for music and the digital alarm clock along with charging your cellphone by USB. We bought 2 and it was perfect. Good quality.' ,"Reviewed in Canada on March 14, 2020",5,Daniel Riley, 'Good value' 
B07KSS3FCF," 'Used for a month and a half and so far, it performs as expected. Sturdy and versatile. Different lighting intensities are perfect for office use or simply ambiance lighting. Quite pleased and satisfied. Shipping was speedy and as per estimated delivery date.' ","Reviewed in Canada on January 22, 2017",5,Amazon Customer, 'Sturdy and versatile' 
B07KSS3FCF, 'Great desk or endtable lamp in bedroom.' ,"Reviewed in Canada on January 27, 2019",5,Snickers, 'Awesome lamp' 
B07KSS3FCF," 'Great product! Bought the product online base on look and reviews. It was all expected and more. Great look, great design, a prefect desk table! One of the only time, i got much more than what i was expecting!' ","Reviewed in Canada on October 10, 2017",5,Nadine Boucher, 'Great product! Bought the product online base on look ...' 
B07KSS3FCF," 'bBought this for the extra outlets and plugs. I think it's perfect! Very happy. It's a little shorter than I imagined, but I have no issues with that. ","Reviewed in Canada on October 12, 2019",4,Matthew Menton, 'Perfect.' 
B07KSS3FCF," 'bGreat lamp, instructions do not help at all you have to actually unscrew it to get the shade off be careful I got frustrated almost ripped it up lol but it's great value for $$ with the extra plugs ","Reviewed in Canada on November 4, 2019",4,dave, 'Be Careful With Assembly' 
B07KSS3FCF," 'bJ'adore cette lampe, un tout en un. Belle qualit , robuste et en plus nous pouvons brancher notre cellulaire.PARFAITE!! ","Reviewed in Canada on September 23, 2019",5,bClient d'Amazon, 'Meilleur achat' 
B07KSS3FCF, 'easy to adjust. nice light' ,"Reviewed in Canada on October 18, 2018",5,VKC, 'Nice task lamp' 
B07KSS3FCF, 'Bon achat.' ,"Reviewed in Canada on December 9, 2019",4,Bleau Nicole, 'Parfait' 
B07KSS3FCF, 'good' ,"Reviewed in Canada on April 1, 2019",5,3721, 'Nice' 
B07KSS3FCF," 'when closed vertically, the one with the lamp is more to the left' ","Reviewed in Canada on July 26, 2018",4,Amazon Customer, 'Four Stars' 
B07CKVVJKJ, 'Nice design. Two 3-prong plugs and two USB ports which are very handy. Looks really nice in my bedroom.' ,"Reviewed in Canada on October 24, 2019",5,Donna S, 'Nice looking lamp and handy too!' 
B07CKVVJKJ," 'I absolutely love it, it looks nice, very easy to use. the product is absolutely worth the price!' ","Reviewed in Canada on October 14, 2016",5,dolly dong, 'Five Stars' 
B07CKVVJKJ, 'Looks great and works very well. Nice that is can change intensity and hue.' ,"Reviewed in Canada on January 9, 2018",5,Mike Faubert, 'Five Stars' 
B07CKVVJKJ, 'Very nice looking little lamp. Perfect for a bedroom. Convenient USB ports and and additional plugs. Great value.' ,"Reviewed in Canada on June 3, 2019",5,T.Phillips, 'Great little lamp!' 
B07CKVVJKJ," 'Small compact lamps, so far so good everything works as is should' ","Reviewed in Canada on July 21, 2019",4,josh hamilton, 'Lamps' 
B07CKVVJKJ, 'Love this lamp. Everything it says it is.' ,"Reviewed in Canada on July 25, 2019",5,Cathy Hoekstra, 'Excellent' 
B07N7K9DR6, 'Returned product' ,"Reviewed in Canada on February 29, 2020",1,KAREN, 'Returned' 
B07N7K9DR6, 'Works great especially happy for the price paid!!' ,"Reviewed in Canada on February 9, 2020",5,MLJ, 'Bedside lamp' 
B07374K53C," 'Great size, three levels of brightness, over a half dozen colors, the kids love it more than we do. Amazing value!' ","Reviewed in Canada on January 13, 2020",5,Adam Liberti, 'Perfect Mobile Nightlight for the Whole Family' 
B07374K53C, 'I like it s brightness adjustment feature.'Easy setup & very clean look'Change colour according to mood ' ,"Reviewed in Canada on February 4, 2020",5,Garry Dhiman, 'Good Night Lamp' 
B07374K53C," 'bBought for my kid, she loves it. It has nice and very soft color so doesn't impact ur eyes. ","Reviewed in Canada on January 15, 2020",5,Milap, 'Perfect for night lamp.' 
B07374K53C, 'Lovely gift as a night lamp and multicolor light' ,"Reviewed in Canada on February 11, 2020",5,Mr, 'Nice night multicolor light' 
B07374K53C, ' Too beautiful! I like your lighting! Beautiful design! I recommend it! Thanks' ,"Reviewed in Canada on February 24, 2020",5,jorge eliecer sinning contreras, 'Very Nice' 
B07374K53C, 'bCan't find a bulb for it ,"Reviewed in Canada on October 8, 2019",1,Amazon Customer, 'Worthless' 
B07374K53C, 'No comment' ,"Reviewed in Canada on March 20, 2019",4,David Sin, 'Always stay at my bed side. Do not have chance for camping yet!' 
B07374K53C, 'Really nice lamp' ,"Reviewed in Canada on December 16, 2018",5,Khushi, 'Love it' 
B07374K53C," 'Very good product for the price, the quality is so nice I cant even tell and amazing customer service I was really impressed by them including a light bulb with the lamp. The color of the lamp is dark brown and goes perfectly with my room' ","Reviewed in Canada on March 10, 2020",5,hamza chaudhry, 'bThe lamp came with a light bulb now that's whats called customer service. 
B07374K53C, 'sans ampoule de la fausse representation' ,"Reviewed in Canada on September 24, 2019",4,Bernard Giguere, 'passable' 
B07374K53C, 'Goes great with my decor!' ,"Reviewed in Canada on November 19, 2019",5,Laurie Schumacher, 'Good price and nice product' 
B07374K53C, 'Super neat. I like that the valve knob turns. It feels like a good quality lamp and looks rad.' ,"Reviewed in Canada on March 25, 2018",5,Kay, 'Five Stars' 
B07374K53C," 'it would have been great if i could plug it in, but returned it because the plug was UK' ","Reviewed in Canada on January 2, 2020",1,Alexandra, 'Had a European plug' 
B07374K53C, 'good' ,"Reviewed in Canada on February 11, 2019",5,Deepak Kumar, 'worth it' 
B07374K53C," 'bIt's fun, we like it!!! ","Reviewed in Canada on October 6, 2019",5,Dominique, 'This Lamp is exactly what I wanted!' 
B07374K53C, 'It s worth it.' ,"Reviewed in Canada on July 27, 2019",5,Riadh Said, 'Very good quality/price' 
B07374K53C, 'Great!' ,"Reviewed in Canada on August 25, 2018",5,K, 'Good value for money' 
B07374K53C," 'Achet pour ma fille, elle a vraiment ador ' ","Reviewed in Canada on April 27, 2019",5,juan carlos , 'Bon rapport qualit prix' 
B07374K53C," 'The lamp was crooked, had to return it' ","Reviewed in Canada on September 6, 2019",2,Amazon Customer, 'Crooked' 
B07374K53C, 'For night table' ,"Reviewed in Canada on April 8, 2019",5,Lucia, 'Great product' 
B07374K53C, 'This is a super cute light I love it by my bed!'Warm glow has a nice Ambiance' ,"Reviewed in Canada on March 17, 2020",5,Lyndsey & Steven, 'Cute' 
B07V7TJRVM, 'Cool retro looking lamp' ,"Reviewed in Canada on January 29, 2020",4,adam, 'Satisfied customer' 
B07V7TJRVM, 'Pretty cool for the money' ,"Reviewed in Canada on June 13, 2019",5,Gavin, 'Funky looking lamp' 
B07V7TJRVM, 'wow' ,"Reviewed in Canada on January 15, 2020",5,Bianka Gilbert, 'wow' 
B07V7TJRVM," 'This is a great lamp, has three dimming settings at the touch of the base. Contains two usb ports to recharge phone or my headphones. The switch the cord must be on for these to work. I never turn the switch cord off. I bought four of these for my family. The USB charges in the walls were being crushed by my kids beds, so this is a far better and easier access foe the recharging cables.The bulb comes with the unit.'NOTE: I thought all four were not working, but once the unit is plugged in the soft touch on/off might be in the off position. Once you set it up, touch the base and if it does not turn on, flip the switch and try again.' ","Reviewed in Canada on November 17, 2019",5,mark king, 'Nice looking and Versatile. Very happy.' 
B07V7TJRVM, 'Great product for a good price' ,"Reviewed in Canada on March 15, 2018",5,Jean-Marc Crovisier, 'Five Stars' 
B07V7TJRVM," 'I have been looking for bedside lamps since my old IKEA lamps had done their time. I went to several stores and checked out different options but nothing really seem to appeal to me. I stumbled upon these lamps on Amazon and was initially little hesitant given their appearance but decided to give them a try nevertheless. The lamps came in record time shipping was next day, the packaging was of a very high-quality and the lamps had some pretty decent heft to them.'Setting them up is pretty basic you simply remove the plastic wrap charge them using the included micro USB cables and you are good to go. They have two functions with three flush marked buttons on the base, the first button to the left controls your Bluetooth, holding it down will put you into pairing mode and once you go into your device and search for it it should show up on your Bluetooth device list. Simply click pair and you are good to go. You can send any audio from your device to the lamp and it will play from the speaker which is located at the top of the lamp. The sound coming out of the speaker is pretty decent given the size of the lamp I was pleasantly surprised. Odd thing to note is that the lamp asked for permission to sync my phone contacts which I didn t understand as it cannot be used for hands-free calling.'The second flush button controls the key function which is the light, a gentle tap on the button will cycle the lamp through different brightness levels and colours. There are four brightness settings, they range from very dim to fairly bright, the next tap will get you to the colour Red (it is important to note that the brightness cannot be adjusted when you were on the different colours). The final tap will get you to a mode that cycles through different colours in a slow controlled motion. It actually looks very nice and the colour change is gradual. To turn off the lamp you simply long press the second button at any point in the different brightness or colour modes and it will turn off, to turn it back on simply press the same button and it will default to the dim setting.' The final button to the right controls the timer, tapping it once will turn on the timer for 10 minutes and you can go up to 120 minutes. Long pressing the button will cancel the timer. The best thing about this feature is that there are audible responses to let you know what time you have selected and when you cancel the timer.' There is a manual included for your reference if needed, overall I must say I was initially not sold on them but as I have gotten to use the lamps I find that they are growing on me and I now like the ease of use and the different functions. One concern for me initially was not being able to simply touch the lamp to turn it on, however I have since discovered that swiping your fingers (3) on the base at the front will either simply turn on the light at it s dimmest setting or display three lights that correspond to each of the flush buttons discussed earlier and at that point you can choose the option that you want, so even in the dark it would be easy to turn on the light by tapping the button if the swiping action did not turn on the lamp.'I have not use these outside the bedroom but there s absolutely no reason why you could not take them into different rooms depending on what you need, they have a built-in battery and are portable. Be careful not to use them in wet conditions as this is not encouraged. Overall I would highly recommend these especially at the price point they are listed for.' ","Reviewed in Canada on January 25, 2018",5,Kijana, 'Pleasantly surprised!' 
B07V7TJRVM," 'b Amazing lamp. We can change the color from warm to daylight and adjust the brightness. I don't have too much space to mount it on the side of my desk, but it worked great and it holds very steady.bTouch controls are very easy to use. It would be nice to have a remote control to also operate it. It's bright, slick looking, sturdy and very flexible to adjust to the best angle I need. Very easy to move the arms around and get full light source on the desk space. ","Reviewed in Canada on May 9, 2019",5,Francisco Manoel de Barros Neto," 'Adjustable brightness, quality design and very easy to mount and use' "
B07V7TJRVM," 'Nice, compact, affordable ambient lighting' ","Reviewed in Canada on December 22, 2018",4,andrea isaac, 'Nice ambient lighting at a reasonable price' 
B07V7TJRVM," 'SIMPLY WOW. I am so amazed of how it looks. Very elegant and expensive looking. HIGHLY recommend this. Perfect for bedrooms, as it adds a touch of elegancy.' ","Reviewed in Canada on July 8, 2019",5,Neero, 'IMPRESSIVE' 
B07V7TJRVM, 'The lamp is beautiful. It was annoying to put the crystals on but they were very neatly organized and packaged so it helped not having to untangle anything. It also came the next day thanks to amazon prime!' ,"Reviewed in Canada on December 28, 2018",5,Amazon Customer, 'Gorgeous lamp' 
B07V7TJRVM," 'bif it doesn't come with a bub, why do you use a bulb in the first photo? ","Reviewed in Canada on November 22, 2019",1,Max, 'bThe pic shows a bulb; but it actually doesn't come with one 
B07V7TJRVM, 'a1' ,"Reviewed in Canada on September 23, 2019",5,laurent laplante, 'a1' 
B07V7TJRVM," 'Beautiful lamp, touch screen works well as do the two USB outlets in the side and it s great that it includes a bulb. If you re looking for a side table lamp for your bedroom or living room this would be a great choice. If you need it for reading, not so much but I may try a brighter bulb.' ","Reviewed in Canada on October 24, 2019",5,Krista," 'Nice ambient light, love the USB outlets.' "
B07V7TJRVM," 'Love this lamp! Such an attractive design, love the style and colour. I really like the usb ports so I can connect my phone at night. Also really enjoy the touch control with 3 levels of brightness.' ","Reviewed in Canada on November 11, 2019",5,ashley, 'Beautiful lamp' 
B07V7TJRVM, 'bThe lamp is smaller than I expected but very nice looking. The 3 way light works well as do the device chargers. The light emits lovely ambience although it is bright enough to read by. All in all very pleased with this purchase. I gave the timer function 4 stars simply because I didn't know there was a timer function. I'll check it out and see how it works. ,"Reviewed in Canada on February 26, 2020",5,aprilinmb, 'Ability to charge our devices is quite important' 
B07V7TJRVM," 'bThis speaker is pretty much exactly what the pictures show. Though it should be made clear that there are only six light options. Four are varying intensities of a warm, white light, one is red, and the final option cycles through colours in a semi-fast pace. While I'm not a fan of the red setting, the rest exceed my expectations.bAs for the sound, the quality isn't amazing, I'd personally pin it around the quality of a car's default stereo speakers, in essence, not as clear as it could be. But for a forty dollar speaker that doubles as a lamp, it's quite good. Additionally, it can get pretty loud so that's a nice plus. ","Reviewed in Canada on April 3, 2018",4,Cree," 'Lamp is lovely, and considering the price, the speaker is pretty good.' "
B07V7TJRVM, 'Excellent little bedside lamp. I love the minimal look and simple features. Super chic and easy to use. One of the best features is the bluetooth speaker which is surprisingly good for its size. This is the perfect bedside lamp for a small room and the lights are pretty cool. Sets the mood for when you wanna go to sleep or just lighten up your room with some color. Did I mention also that you can bring it around once it is charged?'b You can put it on your desk if you need to study or if you're reading in bed. Definitely a must have if you are in the market for one! ,"Reviewed in Canada on April 19, 2018",5,Carl, 'Perfect bedside lamp' 
B07V7TJRVM, 'so far so good. light could get brighter' ,"Reviewed in Canada on November 21, 2017",4,Josh D., 'Four Stars' 
B07TZGST9V," 'Very sleek design, when not in use it folds up and save room. Very simple and elegant looking in the office. It has 3 brightness settings, which works for all kind of situation' ","Reviewed in Canada on November 19, 2019",5,G, 'Sleek efficient lamp' 
B07TZGST9V," 'Very clean looking sturdy lamp. Feels premium. Capacitive controls work well, respond to minimal pressure.'There are 4 levels of warm white light and 4 levels of cool white light with 6 levels of brightness that you can toggle easily. It has 4 different hinges so you can put it in almost any position you would probably want to put a lamp on your desk.'bThere's a 60min timer function. Would've been nice if this could be changed, but sadly there's no way to customize it.There\'s a favourite setting so you can easily go to your preferred light setting.'bThere's also a small rear night light. I never use it, but it's a nice touch and I like having the option.bI've been using it for about a month usually 1-4 hours per day with no issues so far. Pretty happy with this purchase. ","Reviewed in Canada on April 10, 2019",5,Tito Simoes, 'Functional and Stylish' 
B07TZGST9V, 'These are great. Exactly as I hoped and in perfect shape even though they were labeled as slightly damaged. Three light levels are perfect for the bedside table. Very modern and stylish. My only comment is on the lower levels you get a slight hum but that could be bulb we are using.' ,"Reviewed in Canada on March 13, 2017",5,Amazon Customer, 'These are great. Exactly as I hoped and in perfect shape ...' 
B07TZGST9V," 'These lights are perfect size for beside the bed. They both work great, no issues at all. I love the touch on and off! I did take the advice of one reviewer and purchased dimmable appliance light bulbs! Brilliant idea as these lights are small. I m very happy with them, they complete my room perfectly.' ","Reviewed in Canada on December 1, 2018",5,JM78, 'Great little lights' 
B07TZGST9V," 'Just what I wanted for my mother. She has some mobility needs, so I wanted a touch lamp by her bed. Seems to be working well for her.' ","Reviewed in Canada on August 23, 2019",5,Gwen Rowe, 'Quick light!' 
B07TZGST9V, 'Jolie et pratique lampe de chevet. Mais le cycle de 4 r glages est inutile - 2 suffiraient.' ,"Reviewed in Canada on February 26, 2020",4,Gfanal, 'Trop de r glages' 
B07TZGST9V, 'bI really like this lamp and plan to use it when doing my stained glass work. I have already used it for sewing and found it very handy because I could easily turn the lamp up and direct the light to just the spots I needed lit. It's lightweight and very easy to use and easy to carry around if you need to move it to use for other jobs in the home. The charging port will also be very handy as well. I am very glad I came across this great lamp at Amazon as I had never seen anything quite like it. ,"Reviewed in Canada on January 16, 2020",5,Maria C., 'Great lamp for all your needs' 
B07TZGST9V," 'bReally like how you can change the brightness level and the colour (white or yellow). Perfect for my side table beside my bed. So many options and the ability to rotate it is very convenient. Slim and the material feels very high quality. Touch control is a plus and the USB as well. If only it has a quick charge option, that'll be even better. But can't complain with this. ","Reviewed in Canada on February 6, 2018",5,A. Y., 'Solid side table lamp' 
B07TZGST9V," 'The Aukey Desk Lamp arrived perfectly and was packed very well. There were plastic protective layers covering the entire surface of the lamp and the cushioning was very supportive to ensure the safe arrival of the lamp to it s destination. The lamp is very aesthetically pleasing and has a futuristic design. It is a gorgeous piece to add into any room.'This is the first time I ve own a lamp that has so many settings. However, that doesn t mean it was hard to operate. In fact, straight from the box, after plugging the cords into the wall, it worked perfectly. There are several options to adjust the brightness level of the light and the temperature mode, from warm to cool tone. Some other unique features include a timer that will automatically turn off the lamp in one hour and a night mode that can help locate the lamp in the dark. Furthermore, the lamp is super compact and very portable. When not in use, I usually have the top portion of the lamp folded down, and have it placed at the side of the table. It takes up very minimal space.'Overall, I ve been loving the Aukey Desk Lamp. It s great to use in the dark when everyone else is asleep, or during the day, when a little more light is required.' ","Reviewed in Canada on March 5, 2018",5,Myra, 'from warm to cool tone. Some other unique features include a timer ...' 
B07TZGST9V," 'Excellent product!'bGives good light, not too bright with the 40 amp LED bulb and bright enough to read by as a nightstand light. Remember to pick a 'warm' 40 amp LED. Not daylight or cool.Super Easy assembly. Looks really good. The wiring is solid with an excellent hefty on off switch. Easy to find.' ","Reviewed in Canada on November 7, 2019",5,Alexe M, 'Best in decor lamps or nightstand.' 
B07TZGST9V, 'I bought the lamps for my bedroom. They are nice and give enough light to read. The lamps are very good for the price.' ,"Reviewed in Canada on September 15, 2019",5,Eva, 'Nice and inexpensive' 
B07TZGST9V, 'This lamp gives such a cozy glow to the room. Very happy with the lamps.' ,"Reviewed in Canada on June 16, 2019",5,Amazon Customer, 'Cozy lamps!' 
B07TZGST9V, 'This was exactly what I was looking for. No issues and got it really quickly. The switch on the light is easy to use and the cord is long enough to reach most outlets in my room.' ,"Reviewed in Canada on April 3, 2019",5,Melinda Woodall, 'Great product' 
B07TZGST9V," 'The price on this is great.'It looks fantastic!'bI hate to say it, but I think this lamp is the best looking thing that's been in my bedroom since 2009. ","Reviewed in Canada on January 15, 2020",5,Zino V," 'Simple, stylish and inexpensive.' "
B07TZGST9V, 'Great little lamp for the price!' ,"Reviewed in Canada on December 28, 2019",5,Toby, 'Works well!' 
B07TZGST9V," 'It works well and it also looks pretty elegant.'One important thing is that it has 7 level of brightness, and you can adjust it by touching the panel which is pretty cool.' ","Reviewed in Canada on April 25, 2017",5,liulina, 'It works well and it also looks pretty elegant. One important thing is that it has ...' 
B07TZGST9V, 'Very nice lamp. Looks modern and has a nice touch pad. Light can go to a nice dim to a bright one. I would buy again.' ,"Reviewed in Canada on April 17, 2018",5,Amazon Customer, 'Good light' 
B07TZGST9V, 'Bon rapport qualit -prix. Parfait pour plus de lumi re sur le bureau d ordinateur. Aime les trois choix de couleurs et les 3 intensit s de chacunes d elles. Livraison rapide. Fonctionne tr s bien. Ne prends pas beaucoup de place' ,"Reviewed in Canada on October 28, 2019",5,BOB, 'Super achat' 
B07TZGST9V," 'I am very satisfied with this item.'bWell, what can I say about it? It's a lamp and it's good for doing stuff at the evening. It has 3 modes, so you can choose the intensity of light you feel comfortable with. I use it every day, no issues occurred so far. I certainly recommend it! ","Reviewed in Canada on August 16, 2019",5,Veronica, 'Absolutely amazing for its price!' 
B07TZGST9V," 'bI love this product, it's lightweight, it has a USB adapter, 3 different light tones in total, and 3 different intensities, so 9 different combinations. You can set it to many different angles and I like that. ","Reviewed in Canada on March 15, 2019",5,MALG, 'Works amazing.' 
B07TZGST9V," 'bLED desk lamp (Model TT-DL-16) It's very adjustable in terms of of the lamp head, arm and the base also rotates. Controlling the kelvin degrees for the colour of the light is nice. The touch panel can get a little oily from your fingers on the glass. The company does give you a cloth to clean it.My tip, just use a rubber tip pen, one that you use for a touch screen laptop. Why four stars and not five, some of the corners of the aluminum are a little sharp and should be chamfered.'Derek Munro,'Guelph, On. Canada.' ","Reviewed in Canada on July 13, 2018",4,Derek Munro, 'Beautiful design and modern!' 
B07TZGST9V," 'bI've only had it a few days but I love it, it's a truly great device. Nice settings variety, warm to cool colouring, bright enough for a sewing or hobby table, has a cool little night light, and it looks great, their designers are top notch.bI've put a reminder in my calendar to revisit that review in six months to update it, but for now I am very happy with this lamp.Edit: just updating this review after several months of use -- I still love this lamp, maybe even more now. Have not noticed any problems or issues with its function. Highly recommended, beautiful device.' ","Reviewed in Canada on May 30, 2019",5,J.W.D., 'Fantastic desk lamp' 
B07TZGST9V," 'Replaces old style spring loaded desk lamp that constantly needed adjusting with every use. Love the different colours and intensities of light, touch interface is very responsive, wide dispersion of light and at 18 high its keeps shadows away while light not in eyes. I haven\'t adjusted the position of the light arm very much beyond testing all possible configurations, so I don\'t know about the longevity of the hinge stiffness. Its very sturdy and has a modern design for an affordable price.' ","Reviewed in Canada on March 19, 2018",5,Pten, 'Love it' 
B07TZGST9V," 'bWe ordered these for Christmas 2017 and we love them. I'll even order a few more next year and give them as gifts.bMy only suggestions is order the special bulb with them then you don't have to go hunting for the specialized bulb.bAlso, they are short so don't expect a huge lamp. They are small, dainty and look great on a couple of night tables. We had no issues with the work-ability of the lamps.Highly recommended!' ","Reviewed in Canada on February 24, 2018",5,Dan in FSJ BC, 'VERY HAPPY WITH PURCHASE' 
B07TZGST9V, 'Was very happy with product.' ,"Reviewed in Canada on November 30, 2019",5,Lala Cripps, 'Happy Customer' 
B07TZGST9V," 'bI've barely been using it for a day and I'm already in love. All the features it has are crazy. The brightness is also pretty damn good, and being able to adjust it is nice too. Changing the color for the light to make it warmer really helps during later hours (I tend to stay up til like 4am) and It's really comfy. Fits any kind of modern setting, I have it on my black/silver desk, and it just looks like it belongs.bI went to IKEA recently to look for lamps because my father wanted a new one, hiw old desk lamp finally died. But their options, despite looking nice, were either too bulky, not adjustable enough, or simply didn't have the necessary brightness for the late-night grind. All the options are completely primitive to this one. Instead, he started to use one of my floor lamps from my office, meaning I needed a new lamp. Now this one stepped up, and let me tell you. I'm getting him one of these soon since it's absolutely fantastic. ","Reviewed in Canada on July 12, 2018",5,Faith, 'bThe best desk lamp I've ever used or seen. 
B07TZGST9V," 'bThe lamp is excellent in terms of the functionality as a lamp. However, the reason why I don't think it's a 5-star lamp is that while changing modes you have to remember and keep in mind how many times you've clicked it otherwise it resets to white light. To clarify, there are 5 modes on this lamp but you never know which mode you're on, so if you're changing to sleep mode, you always have to count four clicks (assuming you're in the brightest mode). The lamp is also not 360 degrees which was a bit surprising, but these are functionalities that aren't the main purpose of the lamp so it still deserves a solid four stars. ","Reviewed in Canada on September 25, 2019",4,Keith Cheung, 'Changing modes can be quite troublesome but everything else is great!' 
B07TZGST9V, 'bPretty good lamp. has about 5 colour settings from soft to warm white and 5 dimming setting. I've used the timer setting only has the one option that will shut it off after an hour. I like that it has a small light next to the night time button that helps you find it in the dark and when you press that button it only lights it up a little bit (even less than the weakest dimmer setting) which is nice if someone wants to use it on a night stand. ,"Reviewed in Canada on March 6, 2020",5,Crapopoly, 'Good lamp' 
B07TZGST9V, 'Handy light' ,"Reviewed in Canada on April 8, 2019",5,jodyf, 'Great for the bedside' 
B07TZGST9V, 'These work perfectly. I have them in my bedroom. They aren t overly bright but I think they re perfect. The price is awesome too.' ,"Reviewed in Canada on October 22, 2019",5,Sandi Nordberg, 'These lamps are perfect in the bedroom' 
B07TZGST9V, 'Looks nice .. make sure to buy less wattage LED s . Bulbs are not sold with the lamps' ,"Reviewed in Canada on June 15, 2019",5,Romy, 'Good buy. Bulbs are separate' 
B07TZGST9V, 'Pretty lamp but shade is slightly uneven. I recommend this unique item.' ,"Reviewed in Canada on September 21, 2019",4,GMTaylor, 'Good light' 
B07TZGST9V," 'It is lighter than on this picture during the day, looks like this at night. Very nice lamp.' ","Reviewed in Canada on April 20, 2019",4,Nathalie Gagnon, 'Very nice!' 
B07TZGST9V," 'My last desk lamp broke and i needed a new one. This one specifically looks very nice and futuristic so i went for it. It comes with 25 light modes between 3000k, 3500k, 4000k, 5000k and 6000k CCT and it has 5 different brightness levels. Its great for late night studying and reading books. It also has a built in USB port which is a nice touch if u need something to charge if u intented to put this beside ur bed. 5/5' ","Reviewed in Canada on December 20, 2019",5,Alyseus, 'Great for late studying' 
B07TZGST9V, 'Best lamp I have ever owned! Just the size and brightness I needed. I change the style of it every couple of days and fall in love all over again! I want to buy another for myself and one for every single person I know' ,"Reviewed in Canada on February 7, 2019",5,Sophie H, 'Beautiful lamp' 
B07TZGST9V," 'great lamp, no problems with it.' ","Reviewed in Canada on July 11, 2017",5,MerchantChuck, 'Great lamp' 
B07TZGST9V, 'The light offers different settings of shades of white from warm white to cool white along with various brightness settings all at the touch of a button. Using it on computer desk and it fills the bill quite nicely.' ,"Reviewed in Canada on February 26, 2020",5,WB, 'Nice computer desk lamp' 
B07TZGST9V," 'bIt's perfect for my table, way cheaper than other lamps here in Amazon. I have one small issue though, I have it for less than a week, and there are times already that the touch button doesn't work right away, i hope it wont be a problem in the long term. ","Reviewed in Canada on October 1, 2018",5,Leonor Dimanalata, 'Cheap and many modes to choose from' 
B07TZGST9V," 'Got it on Dec 4, 2018, worked great for about three weeks, when it turned off by itself after a minute or so, then after a few seconds.'-----------------Update--------------'The seller responded very quickly and sent me a new lamp which is working with no issues what so ever.'I have changed my rating to 5-star, for their prompt attention and obviously a great lamp, which is exactly what I was looking for in the first place.' ","Reviewed in Canada on February 7, 2019",5,Curtis Fraser, 'Great look and lighting was exactly what I was looking for' 
B07TZGST9V, 'I bought this for studying and thr bottom part started blinking. So I ordered another one and it happened again. Do not buy it' ,"Reviewed in Canada on April 19, 2019",1,HyemeeKim, 'H' 
B07TZGST9V," 'This is the sturdiest and probably priciest (i.e. I\'m a cheapo) desk lamp I\'ve used. They weren\'t kidding when they advertised metal. Very little plastic is used in the construction, and the entire lamp assembly feels heavy duty and weighty. In the box, you will find the lamp safely secured in packaging foam, along with an AC adapter, user guide/warranty paper, and a microfiber cleaning cloth (for the shiny bits of the lamp).'The lamp itself is pretty easy to use. Top row is brightness adjustment with 6 levels of brightness to choose from. In the bottom row, you\'ve got a power button that is lit (but not overly bright) even when the lamp is off. So you\'ll have no problems turning this lamp on in the dark. There\'s a coffee button for making the white balance more yellow and a book button for making the white balance more blue. With 5 white balance settings in total, you\'d use the coffee and book buttons to cycle up and down the settings. Next to that is a favorite button, which is used to save your most used light setting. Set your lamp to the white balance and brightness you want, and you hold that button for 2 seconds for your settings to get saved into memory. Whenever you press that button, it will automatically go back to that setting. After that, a non adjustable timer button. Press it and the lamp will turn off in 60 minutes. Press it again and it will cancel the timer function. Lastly, a night light button. This turns off the main lamp and turns on the small dim light on the side of the lamp.'At the left side of the base, there is a conveniently placed USB charging port. Goodbye to reaching down below the desk to plug in a charger. With 2.4A of charging power, it manages to charge my S8 with ease.'bThe one small negative to what is otherwise an excellent lamp is the really stiff swivel mechanism, as everyone else has mentioned. Being a desk lamp with swivel capability, you'd think they'd make the swivel part more effortless like 99% of lamps out in the market. In order to swivel the lamp to the direction you want, you'd have to hold the base firmly with one hand, and move (with a bit of strength) the arm using your other hand. Yea.. it's a task requiring both hands just to swivel your lamp. Quite an annoyance when you only need to move the lamp a little bit. I find it takes less effort just to move the whole lamp to the direction I want.. lol.bOverall, this is a beautifully crafted, functional and sturdy lamp that is worth its price tag. It's only let down is the stiff swivel mechanics. 4.5/5 ","Reviewed in Canada on May 6, 2018",4,jimmyzaas, 'Heavy duty metal lamp. Swivel requires two hands :(' 
B07TZGST9V," 'Great light, has night light feature with a dim warm glow. The main light can control brightness and colour temperature. A favorites setting can be programmed and a timer off can be programmed, as well.'The light seems well built and very sturdy, even when rotating the head, arm or base.'The base is light so you will have to hold it down when you need to rotate the light.'Overall, good light, and will probably get another one if the price goes down.' ","Reviewed in Canada on January 30, 2019",4,Adrien," 'Great Light, lots of features, base too light to swivel with one arm' "
