asin,content,date,rate,reviewer,title
B01FZKKTU0, 'This lamp is really small. The bulls is the size of a night light. Wouldn t recommend!' ,"Reviewed in Canada on October 26, 2017",2,Desiree Sherman, 'Too small' 
B01FZKKTU0," 'stylish lamp and what I was looking for, but the base is a bit ill made.' ","Reviewed in Canada on January 10, 2019",2,Danica, 'Stylish but not well built' 
B01FZKKTU0, 'I love this light! Good quality and looks so nice.' ,"Reviewed in Canada on October 8, 2018",5,Carla Foote, 'Love it' 
B01FZKKTU0, 'Love. Very stylish and lower price than alternatives that look the exact same.' ,"Reviewed in Canada on February 1, 2019",5,Jessica Shirra, 'Great value. Very stylish.' 
B01FZKKTU0, 'Very small and super cute. Colour and image perfect. Love it. Great space saving size!' ,"Reviewed in Canada on April 1, 2018",5,Sue, 'Five Stars' 
B01FZKKTU0, 'Looked exactly like in the photos however my only issue was it was smaller than I thought it would be! Great little lamp.' ,"Reviewed in Canada on March 2, 2019",4,Ashtyn White, 'Good product' 
B01FZKKTU0, 'Nice colour' ,"Reviewed in Canada on February 13, 2019",3,Lynda , 'Too small' 
B01FZKKTU0, 'I am very pleased with this product. It is exactly as described. It was well packaged. Very easy to assemble and a good small size for our night tables. The cord is long too. I would buy this product again.' ,"Reviewed in Canada on December 8, 2017",5,Amazon Customer, 'Very pleased' 
B01FZKKTU0, 'Zero stars for this one. Doesn t even stand straight. Poor quality.' ,"Reviewed in Canada on June 28, 2018",1,Amber N Hayes, 'Waste of Money. Poor quality' 
B01FZKKTU0," 'Pretty, sturdy and interesting lamp!' ","Reviewed in Canada on June 5, 2018",4,Jennifer Oram, 'Four Stars' 
B01FZKKTU0," 'Very small, very cute' ","Reviewed in Canada on December 14, 2018",4,Lisa, 'Cute lamp' 
B01FZKKTU0, 'Tres belle petite lampe' ,"Reviewed in Canada on March 31, 2019",5,cathy bruneau, 'La le de chevet' 
B01FZKKTU0, 'Nice looking light' ,"Reviewed in Canada on October 25, 2018",5,Sam, 'Very nice' 
B01FZKKTU0, 'Exactly what I ordered very happy with my purchase' ,"Reviewed in Canada on December 16, 2018",4,Nathan, 'Great service' 
B01FZKKTU0," 'Perfect, just what I was looking for looks great! Quick delivery very well packaged. ' ","Reviewed in Canada on April 9, 2018",5,Chanou, 'Five Stars' 
B01FZKKTU0, 'I like how they work' ,"Reviewed in Canada on June 28, 2019",4,Mr M. Rasmussen, 'Rv' 
B01FZKKTU0," 'They are great little lamps, but they are quite small. perfect for beside tables.' ","Reviewed in Canada on August 17, 2019",4,Bettyb, 'Perfect little lamps' 
B01FZKKTU0, 'Nice looking -- but a tad small ....' ,"Reviewed in Canada on September 18, 2019",3,coelho, 'Good' 
B01FZKKTU0, 'bJ'ai acheter c'est lampe pour faire des lampes de chevet je les aime mais il en avais une qui tat briser je l'ai quand m me garder. ,"Reviewed in Canada on August 26, 2019",3,Jean-Louis Leblanc, 'bJ'en avais une de briser merci. 
B01FZKKTU0, 'bWould have been nice to know they don't take standard bulbs but they are good ,"Reviewed in Canada on January 3, 2018",4,Pete, 'Nice accents' 
B01FZKKTU0, 'Not very cute!' ,"Reviewed in Canada on August 8, 2019",3,Fatimah , 'Ahhhh' 
B01FZKKTU0, 'Product was exactly as described. I liked it very much.' ,"Reviewed in Canada on May 15, 2019",5,Alexandra Tee, 'great design' 
B01FZKKTU0, 'The quality is what you would expect for the price. It does the job that I need it to do. And it looks pretty good too!' ,"Reviewed in Canada on May 28, 2018",3,Amazon Customer, 'And it looks pretty good too' 
B01FZKKTU0, 'Not enough weight to counterbalance it. The lower part of the stand does not tilt even though there are useless springs for show.'bDon't buy this piece of crap. ,"Reviewed in Canada on September 21, 2017",1,Janice Clanfield, 'This lamp sucks.' 
B01FZKKTU0," 'heavy base, easy to use switch. good product.' ","Reviewed in Canada on December 14, 2017",5,old movie fan, 'Good Product.' 
B01FZKKTU0, 'The desk lamp is beautiful and have a good design.' ,"Reviewed in Canada on January 8, 2019",5,Tielli Magnus, 'good product' 
B01FZKKTU0," 'Solid, useful lamp. I like the large on/off switch.' ","Reviewed in Canada on October 10, 2017",5,Scribe, 'Good desk lamp' 
B01FZKKTU0, 'bThis lamp died on me after two months of use. Now I can't even return it. Would definitely not recommend. ,"Reviewed in Canada on March 3, 2016",1,JNR, 'Poor quality.' 
B01FZKKTU0, 'I bought this lamp a few months ago but has stopped working completely tried switching bulbs and power sources but won t turn on I recommend buying a different lamp this one is terrible.' ,"Reviewed in Canada on October 21, 2018",1,Amazon Customer, 'DO NOT BUY' 
B01FZKKTU0, 'bYou can articulate it and it's very fun. ,"Reviewed in Canada on March 20, 2018",5,bClient d'Amazon, 'Five Stars' 
B01FZKKTU0," 'Was a little flimsy feeling and not what I expected. I guess for 30 bucks, it was a good deal but there is definitely a lot of play with parts that should be stationary. Will be returning.' ","Reviewed in Canada on August 9, 2017",3,Marc, 'it was a good deal but there is definitely a lot of play ...' 
B01FZKKTU0," 'Minimal, lacks flexibility.' ","Reviewed in Canada on February 5, 2018",2,Binky, 'Two Stars' 
B01FZKKTU0," 'All great, nothing to complain. Have it for more than a year.' ","Reviewed in Canada on August 26, 2017",5,Sam , 'Five Stars' 
B01FZKKTU0, 'I absolutely love it' ,"Reviewed in Canada on November 7, 2019",5,Sharron Patterson, 'Light' 
B01FZKKTU0, 'bThis lamp is beautiful! The reason for just the 3 stars is because it arrived damaged. I contacted bother Amazon and the original seller and they offered a full refund. I couldn't get a replacement because at the time there was none left. I really liked this lamp and didn't want to return it so was offered a partial refund to accept the damage. I really wish it wasn't damaged but that is that I guess. You will be very pleased with this lamp if you purchase one. It is very elegant and classy. ,"Reviewed in Canada on August 4, 2018",3,Ken Rhyno, 'Beautiful lamp' 
B01FZKKTU0," 'Well Tomshine, since you are asking my opinion - my experience with this lamp was horrible. Almost electrocuted myself and set the socket on fire, enough that the plug is now unusable (soldered the prongs) and the socket needs replacing. I can take a video or send pics. I read the manual and it clearly stated to use an acceptable bulb. No where else did I see the exact requirements. If there was a specific bulb required, specify that in the manual in which all customers receive. I would give this product ZERO stars except that it is pretty. Would be MUCH prettier if it worked.' ","Reviewed in Canada on January 12, 2019",1,AR, 'Lack of information' 
B07ZNJHHLV," 'bIt came damaged, not worth it. I am 39 weeks pregnant and do not even have the stamina to return it. Don't buy from them. Waste of money! ","Reviewed in Canada on May 21, 2019",1,Amazon Customer, 'Very poor quality' 
B07ZNJHHLV, 'bThe light is beautiful but the switch for on and off is way down on the black cord that plugs into the wall. it is a short cord so can't move it up so it is annoying to have to reach down there to turn it off and on. Would be better if it was on the lamp itself. But it is quite lovely in looks. ,"Reviewed in Canada on April 25, 2018",2,Dee, 'Switch Is Too Far Down On The Cord' 
B07ZNJHHLV," 'It is smaller than what was shown in the pictures, but it works well for my medium size room. The light buld is bright enough to lit the room. The on/off button is at a very convenient location and very easy to find when you are in complete darkness' ","Reviewed in Canada on January 11, 2020",5,Kasey.Kwok, 'Amazing bed side lamp' 
B07ZNJHHLV, 'Love this light helps not having a bunch or cord plugged in to the wall and making them to short to reach anything' ,"Reviewed in Canada on January 15, 2019",5,Amazon Customer, 'Great' 
B07ZNJHHLV," 'It a really nice lamp, and real handy for charging phone and reader at once without having extension cords and power bars in the way' ","Reviewed in Canada on February 3, 2020",5,Pam Duncombe, 'Great little lamp.' 
B07ZNJHHLV, 'Lamps are perfect size for night stand. outlets and usb are also well designed. Good lamp' ,"Reviewed in Canada on March 20, 2019",5,Amazon Customer, 'Nice Lamps' 
B07ZNJHHLV, 'I gave it five stars because I had no intention of using the light bulb that came with the light bulb is not bright at all but I wanted to use it with a smart light bulb and it gave me room for the bulky bulbs I wanted to use' ,"Reviewed in Canada on November 28, 2019",5,louissi, 'Great for a smart light bulb but not the bulb it comes with' 
B07ZNJHHLV, 'I liked that we can eliminate all the power cords we had to use before. Only thing I disliked is that the main plug should be a flat back not the normal kind as our plug is behind our bed now we have to move the bed away from wall.' ,"Reviewed in Canada on March 18, 2019",5,Amazon Customer, 'Great lamp for lots of plugs.' 
B07ZNJHHLV," 'We used for bed side lights, nice to have easy to use a little more weight would be good for the stand but over all a nice little light!' ","Reviewed in Canada on May 9, 2019",5,tina stewart, 'Great light for great price' 
B07ZNJHHLV," 'At first I thought this lamp would be too small, it s the perfect size and very nice to charge all my devices When I sleep.' ","Reviewed in Canada on March 17, 2019",4,Jeremy H, 'This lamp does the trick!' 
B07ZNJHHLV, 'Love these lamps but they are small. Although the LED bulbs light up the room no problem...would buy them again. The plug in is a 3 prong so they won t fit in regular extension chords.' ,"Reviewed in Canada on March 29, 2019",4,Chantale Vincent, 'Very bright' 
B07ZNJHHLV," 'Lamp perfect for using in a guest room with the plugs and charging ports. Lamp was not as tall as first thought but fits well in a bedroom room with a brighter bulb,' ","Reviewed in Canada on February 16, 2020",5,Happy Shopper, 'Perfect for guestroom' 
B07QGTXK2K," 'These lamps are better-looking than I expected. The base with two different finishes is very stylish. The lampshade screws on to the base with a ring, it doesn\'t have a compression fit on the bulb like older style lampshades. I used an LED bulb in the same size and shape as a regular Edison type bulb because I thought the shade would have to clamp on the bulb. As a result, the bulb is slightly visible over the top of the shade. Next bulb will be a shorter LED since there is no need to clamp onto the bulb. These are small lamps, but look quite nice and the shade diffuses the light nicely. The shades are delicate though, if you squeeze them even slightly there will be a visible mark from the kink and that is permanent.'All in all these are nice looking, functional lamps, good value for the price.' ","Reviewed in Canada on February 22, 2020",5,MFK, 'Attractive Little Lamps' 
B07QGTXK2K, 'Very sleep little lamp. Rechargeable with any USB adapter (only cable is supplied) and lasts a long time.' ,"Reviewed in Canada on December 26, 2019",5,GabrielS, 'bGreat little desk lamp if you don't have an outlet nearby 
B07QGTXK2K," 'And the shades are juuuust tall enough to hide it. They look great, are light weight, and best of all come in a pair. Add in that I got these from a warehouse deal (and they were still mint and factory wrapped when I got them) and it came to the perfect lighting solution for my bedroom.' ","Reviewed in Canada on August 12, 2019",5,Brock, 'Fits a normal e27 bulb!' 
B07QGTXK2K, 'Surprisingly bright lamps. Good for smaller spaces. Shade rests on bulb and is not secure so if you have a rambunctious household it will be tilted often.' ,"Reviewed in Canada on July 3, 2019",4,Kimber T., 'A touch of class for a good price!' 
B07QGTXK2K," 'Really nice lamps. Small but great for side table. They arrived in perfect condition, well packaged.' ","Reviewed in Canada on November 20, 2019",5,Amazon Customer, 'Cute Lamp' 
B07QGTXK2K, 'Bright light with multiple settings. Long lasting as well. Good for off-grid cabin or just an easy bedside light.' ,"Reviewed in Canada on April 14, 2019",5,Amazon Customer, 'Bright and long lasting' 
B07QGTXK2K," 'The lamp produces a nice, warm light and is good for reading and computer work.' ","Reviewed in Canada on June 15, 2019",5,Ottoknut, 'Great desklight for the money' 
B07QGTXK2K, 'Very nice product very good price very nice little unit works excellent really good' ,"Reviewed in Canada on April 19, 2019",5,Les Corrigan, 'Very nice product very good price very nice little unit works excellent really good' 
B07QGTXK2K, 'Looks good but doesn t actually work with any of the kinds of bulbs I tried.... so kinda useless....' ,"Reviewed in Canada on May 18, 2019",1,DasSchmitty, 'Doesn t work' 
B07QGTXK2K, 'Super cute! Worth the money' ,"Reviewed in Canada on February 17, 2020",5,Ian McIsaac, 'Would recommend' 
B07QGTXK2K, 'They re beautiful and cute but be sure to check the measurements. They re good for a child or baby s bedroom. Too small for me so had to return.' ,"Reviewed in Canada on June 29, 2019",4,Lisa S, 'Beautiful but small' 
B07QGTXK2K," 'Nice, a little smaller then I was expecting' ","Reviewed in Canada on October 22, 2019",5,Amazon Customer, 'Nice product' 
B081Z4WNQG," 'Amazing shine for such a small and compactable light, great for studying and doing art work. It s a bit of a shame it has a USB charge port, but at least I can plug it into my laptop. ;3' ","Reviewed in Canada on June 4, 2018",5,Cailey, 'Amazing shine for such a small and compactable light' 
B081Z4WNQG," 'simple and beautiful style,it s good for children read,write..very good,i like it.....' ","Reviewed in Canada on February 9, 2018",5,crystal, 'Five Stars' 
B081Z4WNQG," 'I realllly like this lamp, my hubby thought this lamp is from Apple when he first sight. Easy to moving and setting.' ","Reviewed in Canada on May 18, 2018",5,MsHuhu, 'I realllly like this lamp' 
B081Z4WNQG, 'I love this style. Looks super cool on my orange end table.' ,"Reviewed in Canada on March 11, 2019",5,JeannetteLynn, 'Perfect!' 
B081Z4WNQG," 'These are very nice. I use them for just up-out-of-the-way, continuous light in my small apt.' ","Reviewed in Canada on October 6, 2018",5,Andy W., 'Well made.' 
B081Z4WNQG, 'Simple and gives off a nice colour of light.' ,"Reviewed in Canada on May 22, 2019",5,timothy david, 'Decorative solution.' 
B081Z4WNQG, 'Very clear' ,"Reviewed in Canada on November 8, 2019",5,Lazaro Galindo, 'The Quality' 
B081Z4WNQG," 'Love them, did order rose gold and got more'Of a'Silver but still love them.' ","Reviewed in Canada on September 30, 2019",5,Bobbi, 'Very pretty' 
B081Z4WNQG," 'Belles lampes, petites mais parfaite pour petites tables de chevet' ","Reviewed in Canada on November 27, 2019",5,P n lope Fortier-Ethier, 'Bon rapport qualit / prix. Jolies lampes' 
B081Z4WNQG, 'This is a mini l e d table lamp. It is easy to use computers and do homework in the evening. The key is smart function.' ,"Reviewed in Canada on June 18, 2018",5,Ben zhu, 'It is easy to use computers and do homework in the evening' 
B081Z4WNQG, 'I am very happy with product just as I expected.' ,"Reviewed in Canada on April 10, 2019",5,Amazon Customer, 'Very Happy' 
B081Z4WNQG," 'Woo!it s a cool Lamp,that so cute! It can be turn 360 and can be used sleep light. It s easy to reach for on and off' ","Reviewed in Canada on June 17, 2018",5,Cici," 'it s a cool Lamp, that so cute' "
B081Z4WNQG, 'Battery doesn t last as long as I expect' ,"Reviewed in Canada on November 13, 2019",5,Aisha, 'It s a good product that I can recommend to friends' 
B081Z4WNQG, 'Tr s beau!!' ,"Reviewed in Canada on June 12, 2018",5,Fiksen, 'Five Stars' 
B081Z4WNQG, 'Exactly what i wanted. Nice and bright for thr workspace without lighting the whole room. I love the flexibility and the dimming features.' ,"Reviewed in Canada on January 17, 2017",5,A Lopez, 'Great features' 
B081Z4WNQG, 'A bit smaller than expected but works. It won t light up an entire room.' ,"Reviewed in Canada on December 26, 2019",5,treisha M., 'Adequate' 
B081Z4WNQG," 'bJ'aime bien faire affaire avec Amazon.bPour la lampe, je la trouvais trop grosse. Quoique je l'ai recommand car pour mon fils, c' tait parfait. ","Reviewed in Canada on January 11, 2020",5,Sly!, 'Rapidit et qualit ' 
B081Z4WNQG, 'Good' ,"Reviewed in Canada on September 22, 2018",5,Amazon Customer, 'Good' 
B081Z4WNQG, 'Great lamp and speaker!' ,"Reviewed in Canada on February 22, 2019",5,ngoc, 'Great speaker' 
B081Z4WNQG, 'Great product.. I am loving it' ,"Reviewed in Canada on June 22, 2019",5,Risha, 'Great buy' 
B081Z4WNQG, 'My grand-daughter loves this. And we got it in 2 days.' ,"Reviewed in Canada on March 28, 2018",5,Roxanne Grugios, 'Five Stars' 
B07FC244F7, 'Like it good lighting when watching tv or reading a book .perfect for a desk lamp.very light and well made .I love it on my nightstands'I' ,"Reviewed in Canada on April 22, 2016",5,Luc L., 'Well made little lamp' 
B07FC244F7, 'The lamp is very good. I would buy from this seller again.' ,"Reviewed in Canada on March 22, 2017",5,John Cowan, 'Five Stars' 
B07FC244F7, 'Perfect lamp for my home office located in the basement. Great value for the dollar. Light and versatile.' ,"Reviewed in Canada on November 21, 2019",5,Second time camper, 'The only office desk lamp you will need!' 
B07FC244F7, 'N/a' ,"Reviewed in Canada on December 5, 2019",4,Jessie S, 'N/a' 
B07FC244F7, 'The product serves well!!!' ,"Reviewed in Canada on April 10, 2019",5,Bez, 'Great nightstand light with a built-in speak!!!' 
B07FC244F7, 'I love this lamp so much!' ,"Reviewed in Canada on September 12, 2018",5,Shawndra11, 'Great product' 
B07FC244F7, 'As pictured' ,"Reviewed in Canada on November 19, 2019",4,peter, 'Great for price' 
B07FC244F7," 'Nice desk lamp just what I needed, arrived sooner than expected. I like the dimmer feature. Would have preferred warm white the light color is closer to cool white.' ","Reviewed in Canada on November 25, 2015",4,Rick McMullin, 'Nice lamp' 
B07FC244F7, 'Give 5 stars. Lamp is light and versatile. I choose different brightness and not harmful to the eyes.' ,"Reviewed in Canada on January 6, 2019",5,carroty zoe, '5 stars' 
B07FC244F7, 'bIt's the light of my life. The lighthouse guiding me through the stormy waters of my current life. ,"Reviewed in Canada on July 24, 2018",5,Laurent Vizza, 'Five Stars' 
B07FC244F7, 'Awesome.. love it!' ,"Reviewed in Canada on October 25, 2019",5,Amazon Customer, 'Awesome' 
B004MTZ8K2, 'Wow! Mon mari et moi les aimons beaucoup! Leur taille est parfaite leur lumi re aussi vraiment super' ,"Reviewed in Canada on August 14, 2019",5,Jasmyne Cassyddy, 'Bon produit!!' 
B004MTZ8K2, 'Hard to put together but very beautiful' ,"Reviewed in Canada on February 27, 2019",5,Karen , 'Hard to put together' 
B004MTZ8K2," 'Nice & affordable'Brithness depends on the bulbs you buy, not included.' ","Reviewed in Canada on October 5, 2019",4,Amazon Customer, 'Nice affordable' 
B004MTZ8K2," 'This is a good lamp and it works well. Be aware, though, that it is very short and it takes a different bulb than bulbs used in most house lights and lamps. Otherwise, very happy with it.' ","Reviewed in Canada on March 22, 2019",4,Graham, 'Good lamps' 
B004MTZ8K2," 'Cute lamps, takes smaller bulbs than I thought.' ","Reviewed in Canada on January 28, 2018",3,Laurence Murray, 'Three Stars' 
B004MTZ8K2, 'bPlug is not polarized (no wider blade for neutral vs hot/lead/load). Wire insulation is uniform with no clear separation (smooth vs ribbed) for hot and neutral wires. Voltage may be going to the screw base instead of center depending on how the lamp is plugged in. Stripped wire ends are not looped around screw terminals and may potentially make contact with the base if they become loose. No underwriter's knot. ,"Reviewed in Canada on October 12, 2019",3,Major Tom, 'Safety concern: No separation of hot and neutral' 
B004MTZ8K2, 'Overall good quality. Not that difficult to assemble when follow the manual. Happy with the purchase. Use with 40w bulb as regular one was bit too bright' ,"Reviewed in Canada on September 19, 2019",5,Amazon Customer, 'Good Quality' 
B004MTZ8K2," 'Tr s jolie, parfait pour une petite table' ","Reviewed in Canada on March 13, 2020",5,Danielle Paquette, 'Lampe de table' 
B004MTZ8K2, 'perfect for my bedroom' ,"Reviewed in Canada on September 6, 2018",5,Lyn, 'Super stylish and beautiful!' 
B004MTZ8K2," 'Very nice lamp! Looks like it would be worth more money! Only downside, assemble is time consuming but straight forward!' ","Reviewed in Canada on September 4, 2019",5,Gaye-Lynn G., 'Love it!' 
B004MTZ8K2, 'The price is great for what you get.' ,"Reviewed in Canada on November 2, 2018",5,elize van coller, 'Works well :)' 
B004MTZ8K2, 'Superbes belles petites lampes. Elles fonctionnent merveille et leur dimension est id ale pour une table de chevet ou m me au salon.' ,"Reviewed in Canada on October 11, 2018",5,Nancie Veilleux, 'Lampes parfaites' 
B004MTZ8K2, 'These work great as lamps on our bedside tables. Nice to just touch and not have to flip a switch. Three brightness settings so you can dim if needed. Brightest setting if pretty bright!' ,"Reviewed in Canada on June 27, 2019",5,Lindsey Quesnel, '3 brightness settings' 
B004MTZ8K2," 'The lamps are good, turning on and off with a touch but it took 3 weeks to get them due to errors from the shipping department, multiple times.' ","Reviewed in Canada on August 18, 2019",3,David," 'Good Lamps, Poor shipping department' "
B004MTZ8K2, 'Excellent et tr s satisfait!' ,"Reviewed in Canada on December 4, 2019",5,Polka, 'Excellent!' 
B004MTZ8K2, 'Love them. I used them in my master bedroom as my night lights. My decor is modern/ farmhouse. The light bulb that you choose also makes a difference. U need a clear one that you see inside or else the base will look not that great and will loose its charm' ,"Reviewed in Canada on October 22, 2018",5,Veronick, 'Perfect with the perfect light bul 
B004MTZ8K2," 'I like this lamp. It has a nice weight, plus is built out of solid wood and metal. With an Edison bulb it looks great, and they have two switches, one on the socket, and one on the wire. It seems a bit expensive, for the relatively simple design, especially considering the socket is stamped with CHINA, but it really does look great, and the solid material is a definite bonus.'However, I ordered two of them for for a split display on a shelf. If you have the wire facing the back, you will quickly notice that the socket mounts are aligned differently, so the switches are facing different directions.'bThis may not be a problem for everyone, and is easy to fix, but I personally find it pretty annoying. If it's put where the wire switch is inaccessible, you run the risk of having the bulb switch facing an inaccessible way too. ","Reviewed in Canada on December 29, 2017",3,Daniel," 'bGreat Lamp, but don't buy more than one for the same shelf. "
B004MTZ8K2, 'I ordered two of these at once. Somehow they both were completely squashed even though they were in a big shipping box with lots of padding. I think they were squashed before they were even packed.'Update Jan 25'I reordered after getting refunded. I received two more which weren t squashed this time. But one of them didn t work. So that s now 3 out of 4 that were garbage. Unbelievable.' ,"Reviewed in Canada on January 8, 2019",1,Phil Wilhelm, 'Fragile' 
B004MTZ8K2," 'bCute little lamp for the price. Metal look without the metal price tag. I didn't realize it didn't come with a bulb... but grabbed some to go with. At first I thought they didn't work but it turns out they have two power switches. There is another switch on the cord, which is strange. ","Reviewed in Canada on September 27, 2019",4,Sara J, 'Cute for the price. No bulb included. Two power switches.' 
B004MTZ8K2, 'Product looks great in our living room.' ,"Reviewed in Canada on February 19, 2020",5,NoOoBzor, 'Fancy' 
B004MTZ8K2, 'Love love love absolutely beautiful' ,"Reviewed in Canada on October 3, 2018",5,Lorraine Whittaker, 'Takes a bit of time to put together' 
B004MTZ8K2, 'Love this. Have ordered a second one!' ,"Reviewed in Canada on July 2, 2018",5,Joanne Betts, 'Five Stars' 
B004MTZ8K2, 'This lamp looks so elegant. Exactly what I was looking for.' ,"Reviewed in Canada on August 22, 2018",5,Jackie Hammond, 'I love the blingy look of this lamp.' 
B004MTZ8K2, 'bProduit vraiment excellent. J'adore ,"Reviewed in Canada on February 13, 2020",5,Val, 'Super beau produit pas cher et de qualit ' 
B004MTZ8K2," 'Great lamp but the bulb is not included. Love its vintage switch. Only problem is the first two I ordered did not work and I returned them. It only functioned the third time I ordered it, and it was certainly worth the trouble. Make sure you use it with an Edison bulb!' ","Reviewed in Canada on January 28, 2019",5,Ash, 'Most beautiful lamp I ve ever had' 
B004MTZ8K2," 'I bought 5 of these INJUICY Antique Table Lamps at $12. a piece. Just what I was looking for - basic, small, short, practical. Seem well made & all arrived in mint condition. Happy with purchase.' ","Reviewed in Canada on December 27, 2019",5,Monarch, 'Very Good for Price' 
B004MTZ8K2, 'bThe colour of the hardware is like an antique copper. I just needed some light in a corner of my bedroom. I paired it with an Edison bulb and it looks amazing. I'm very happy ,"Reviewed in Canada on December 19, 2019",5,Brenda, 'bOne of the cutest pieces I've bought! 
B004MTZ8K2," 'great little fitting... bough an oversized edison bulb, which was more expensive than the fitting and looks the part. would buy another to make bedside lamps.' ","Reviewed in Canada on September 19, 2019",5,David, 'great' 
B004MTZ8K2, 'Live it' ,"Reviewed in Canada on May 11, 2019",5,Leyla, 'Beautiful light' 
B004MTZ8K2, 'perfect for small places where you want to bring a cozy glow. Bright enough to read. I like that it can be turned off or on by either the knob on lamp or the switch on the cord' ,"Reviewed in Canada on May 24, 2019",5,Kimber T., 'Rustic and charming...' 
B004MTZ8K2, 'Looks good . Being able to control brightness a plus . Not sure if will be hard to get a replacement bulb if needed. Didn t see that info.' ,"Reviewed in Canada on October 30, 2019",4,DGL," 'Looks good , being able to control brightness a plus.' "
B004MTZ8K2," 'Really enjoy the lamp. Amazing product and the packaging was really nice. Beautiful product, really spruced up my desk. Great price, great lamp, brilliant design. Would buy it again!' ","Reviewed in Canada on March 11, 2018",5,Brendan, 'Amazing product!' 
B004MTZ8K2, 'Arrived on time and in perfect shape. The lamp looks and works great. Exactly what I wanted at a great price. Thanks for the great service.' ,"Reviewed in Canada on July 11, 2017",5,Toni, 'Arrived on time and in perfect shape. The lamp looks and works great' 
B004MTZ8K2," 'This is working great as a bedside reading lamp, has usb charger for my phone, and at the price its a great little lamp. The colour can be changed from natural(blueish) to a warm yellow, which I like for reading. Probably be good for crafting or as an office task light too.' ","Reviewed in Canada on December 7, 2016",5,E Burgess, 'This is working great as a bedside reading lamp' 
B004MTZ8K2, 'Exactly what I was hoping for!!! Tried it out and works perfectly. Now to set it up on my manicure table and use it with my clients.' ,"Reviewed in Canada on May 2, 2018",5,Amazon Customer, 'Perfect!' 
B004MTZ8K2, 'I use this for my office when using my computer. I love the flexibility available in positioning the lamp as well as the great range of light colours and intensities. I use it hours at a time at get no eye fatigue' ,"Reviewed in Canada on August 3, 2017",5,Amazon Customer, 'Wonderful' 
B004MTZ8K2, 'Great lamp for the price' ,"Reviewed in Canada on February 28, 2020",4,alan k roberts, 'Desk lamp' 
B004MTZ8K2, 'Tres beau et fonctionnel' ,"Reviewed in Canada on March 30, 2019",5,Amazon Customer, 'Tres beau' 
B004MTZ8K2," 'Modern lamp with wide variety of options, very nice to use' ","Reviewed in Canada on April 8, 2019",5,Igor, 'Very good for reading and kraft work' 
B004MTZ8K2, 'Happy with this purchase. Use it as a desk lamp for study and really like the colour changing feature as well' ,"Reviewed in Canada on November 4, 2019",5,e," 'Useful, versatile, exactly as promised!' "
B004MTZ8K2, 'Nice lamp' ,"Reviewed in Canada on April 1, 2019",5,Amazon Customer, 'Very good' 
B004MTZ8K2, 'As described' ,"Reviewed in Canada on May 2, 2017",4,SUBROTO B., 'Four Stars' 
B004MTZ8K2, 'bI use it in my daughter' bedroom and I love it. ,"Reviewed in Canada on February 27, 2019",5,Marie, 'Owesome lamp' 
B004MTZ8K2, 'Very small! Nearly impossible finding a bulb for it' ,"Reviewed in Canada on October 22, 2016",2,Nick Basra, 'Small' 
B004MTZ8K2, 'Who sends no bulb for a lamp' ,"Reviewed in Canada on March 16, 2020",1,Dana Weiss, 'No light bul 
B004MTZ8K2, 'I love this little lamp it works fantastic' ,"Reviewed in Canada on November 6, 2014",5,Amanda, 'Five Stars' 
B004MTZ8K2, 'Tr s petite...' ,"Reviewed in Canada on May 7, 2018",2,Christangel, 'Two Stars' 
B004MTZ8K2, 'bIt's a mini lamp. ,"Reviewed in Canada on November 16, 2019",1,Legent Ellison, 'Very small.' 
B004MTZ8K2, 'Trop petit' ,"Reviewed in Canada on May 3, 2018",1,Roxanne Rocheleau, 'One Star' 
B004MTZ8K2, 'NICE PRODUCT' ,"Reviewed in Canada on April 30, 2015",3,JOHN PANYAN, 'Three Stars' 
B004MTZ8K2, 'works as described' ,"Reviewed in Canada on August 24, 2018",4,Ahmad Ali Syed, 'great!' 
B004MTZ8K2," 'Lampe pas assez haute, et qualit correct, livraison tr s longue.' ","Reviewed in Canada on February 11, 2017",2,Amazon Customer, 'Two Stars' 
B004MTZ8K2, 'Cute lamp. Love it. Buying one more!' ,"Reviewed in Canada on June 27, 2018",5,Amazon Customer, 'Great lamp. Easy instructions' 
B004MTZ8K2," 'Tr s belle lampe, clair bien' ","Reviewed in Canada on October 19, 2019",4,Frederick Boisvert, 'Bon' 
B004MTZ8K2, 'Love it !! Easy to assemble' ,"Reviewed in Canada on August 25, 2019",5,Kevin , 'Pretty Neat Lamp' 
B004MTZ8K2, 'Belle Lampe' ,"Reviewed in Canada on May 1, 2019",5,Marie-Claude Blais, 'D coration du Salon' 
B004MTZ8K2, 'Love it' ,"Reviewed in Canada on March 14, 2020",5,Holly, 'Love it' 
B004MTZ8K2, 'Satisfait' ,"Reviewed in Canada on December 30, 2019",5,sonia, 'Rien' 
B004MTZ8K2, 'love it' ,"Reviewed in Canada on March 30, 2019",5,judy, 'looks amazing' 
B004MTZ8K2, 'La chambre de notre ados elle adore.' ,"Reviewed in Canada on December 30, 2018",5,Juju, 'Tr s jolie' 
B01NADV5AY, 'Love the soft glow from this light at night. Plan to use this on the deck this summer and really need to think about buying a couple more.' ,"Reviewed in Canada on January 13, 2020",5,Teresa, 'Ambiance' 
B01NADV5AY, 'This was a Christmas gift for my 16 year old grandson. He really liked it and has it in his bedroom already.'It s sometimes difficult to find a gift for a teenager but this was great.' ,"Reviewed in Canada on January 3, 2020",5,Amazon Customer, 'Sleek and fun' 
